0.055838	-0.122748	-0.091252	0.072408	-0.028948	0.119768	0.071234	-0.032115	0.067139	-0.121772	0.182045	0.088459	-0.067128	0.007412	0.110291	0.080558	-0.092339	0.059975	0.118646	-0.047982	0.074236	0.042109	0.079830	-0.118690	0.084115	0.083777	0.080540	-0.070397	0.091058	0.008704	0.046734	-0.050809	0.079168	0.065483	-0.066552	0.059693	-0.066071	-0.046181	-0.083976	-0.098819	-0.065736	0.032533	0.087848	-0.061383	0.018940	-0.055980	-0.010710	0.148725	0.086002	0.058001	
-0.166623	-0.219842	-0.031150	0.195818	0.124491	-0.132042	-0.072320	-0.034167	-0.195211	0.109614	0.091314	0.266348	-0.024427	-0.007553	0.158657	-0.113356	0.022177	0.036164	0.031965	-0.054053	0.012252	-0.273968	0.140654	-0.025306	0.164133	-0.184839	-0.255441	0.187224	-0.013423	-0.160231	-0.096245	-0.188305	-0.073632	-0.187424	-0.060767	0.034188	0.255177	-0.112008	-0.119531	-0.037008	0.233170	0.032180	-0.149982	-0.059047	-0.024264	0.215186	-0.220157	-0.080666	0.010034	-0.008923	
-0.098607	0.037936	0.018366	0.014221	-0.243517	0.053762	-0.173944	0.111555	0.275768	-0.010334	0.002866	-0.169986	0.022149	0.010377	0.283780	-0.171226	0.161416	-0.006429	0.166708	0.152380	0.083797	0.067107	-0.105137	0.084729	-0.201536	-0.244186	-0.117572	-0.132906	-0.049834	0.225580	0.007744	0.040366	-0.000905	-0.157910	-0.022703	0.022039	-0.099886	-0.201373	0.166384	0.091371	-0.023490	-0.006930	-0.219963	-0.201438	0.145878	-0.141772	0.095943	0.007053	0.289626	0.180021	
0.116202	-0.053298	-0.100675	-0.031503	0.063280	0.044176	-0.027443	-0.219074	-0.057008	0.014631	0.067657	-0.009767	0.093500	0.023407	0.044863	0.174234	0.072578	-0.052564	-0.043826	-0.112944	-0.126411	0.031223	-0.009837	0.052647	-0.033984	-0.051041	-0.063004	0.025191	0.184182	0.062054	0.067855	0.032650	-0.062822	0.096673	-0.071544	0.152013	-0.194331	0.056450	-0.132086	-0.056269	0.026502	0.023500	-0.020901	-0.095544	0.026745	-0.133170	0.002704	0.085342	-0.081462	-0.142296	
-0.160168	-0.204402	0.241507	0.131082	0.091706	-0.011754	0.277737	-0.015348	-0.146233	0.086383	-0.107603	0.175265	0.020180	0.130560	0.005825	0.007631	-0.177743	-0.207204	0.004347	-0.001504	-0.043641	-0.006062	0.193931	0.173958	0.178830	0.044099	-0.073540	0.387210	-0.076842	-0.070587	-0.089340	-0.074202	0.108788	0.002976	-0.029465	-0.243611	0.144707	0.095762	-0.003482	0.315910	-0.001636	-0.192560	0.097134	0.136159	-0.038642	-0.005556	-0.121351	-0.007576	-0.152887	-0.019242	
0.103372	0.040490	-0.203880	0.144977	-0.135631	0.148837	0.204640	-0.156639	-0.050272	0.047877	0.179784	0.255914	0.080237	0.125337	0.092444	0.227968	0.045950	0.128245	0.118063	-0.186423	0.182317	-0.031988	-0.052858	-0.202927	-0.021253	-0.030327	-0.001080	-0.180383	0.180343	-0.069139	0.051661	-0.164774	-0.013703	0.209566	-0.124696	0.214738	-0.194386	-0.131926	-0.176309	0.052901	-0.214010	0.092873	-0.046181	0.007051	0.195350	-0.190682	0.061433	0.185701	-0.118878	-0.036584	
-0.124640	0.076004	-0.031578	-0.084137	0.096787	-0.162943	0.032353	0.040772	0.011431	0.105406	0.018047	0.019845	0.572953	-0.109007	0.011440	0.080954	0.110388	0.014453	-0.128752	-0.032478	0.048156	-0.028446	0.027329	0.125821	-0.135263	0.024636	0.052389	0.116057	0.095395	0.079161	-0.059816	0.048247	0.047378	0.089268	-0.061141	0.021913	-0.100280	-0.027886	-0.061860	0.158048	-0.027167	0.049307	0.022269	-0.045765	0.124423	-0.113811	-0.108476	-0.129373	-0.112165	-0.573071	
-0.024567	0.002875	0.038183	0.140404	0.180036	-0.039478	0.030773	-0.299635	0.016803	-0.000332	-0.014585	0.029290	-0.225803	-0.008764	0.029869	-0.149119	-0.126856	0.010979	-0.287079	-0.020294	-0.058721	-0.111698	0.040615	-0.005619	0.146055	-0.024362	-0.111048	-0.016572	-0.042062	-0.023619	-0.063953	-0.090298	0.007870	-0.017258	-0.018637	0.113377	0.010129	-0.028543	-0.181340	-0.026163	-0.000174	-0.004282	0.004816	0.043345	-0.096486	0.062943	-0.136583	-0.096403	-0.141964	0.016471	
0.063415	0.042312	-0.101365	-0.020943	-0.317214	-0.117836	0.048315	-0.002920	0.037111	-0.051823	0.115786	-0.092530	-0.097621	0.005537	0.036065	-0.095153	0.034520	-0.055964	0.116134	0.076893	-0.070533	0.089571	-0.115197	0.028041	-0.075849	-0.118219	0.039620	-0.015399	-0.000698	0.037822	0.076555	0.077536	-0.046374	-0.008992	-0.116166	0.032198	-0.126416	-0.169499	0.002479	0.046207	0.187354	0.097921	-0.210336	-0.031639	0.081126	-0.128865	-0.007268	0.053646	0.205383	0.115488	
-0.064740	0.018399	0.003254	0.010090	-0.019534	0.018248	0.021993	-0.084447	-0.041593	0.043890	0.079334	-0.126511	-0.007158	-0.029952	-0.029174	0.005171	-0.060430	-0.094866	0.090079	-0.001603	0.009063	0.122196	-0.024669	0.049549	0.083977	0.053332	-0.012820	-0.098032	0.012880	0.010432	0.043536	-0.015087	-0.007634	-0.090487	-0.006264	-0.102974	0.000533	-0.154947	-0.085751	0.076975	0.019863	-0.001455	-0.041367	0.024076	0.136556	-0.085983	-0.052491	0.070554	0.063429	-0.018428	
-0.142302	0.073765	0.094243	-0.125353	0.098221	-0.161266	-0.136506	-0.120166	0.017290	0.017750	-0.149454	-0.147850	0.050223	-0.105342	0.049325	0.138344	-0.027550	-0.086654	0.005185	0.106984	0.096643	0.160813	-0.131577	-0.026493	-0.129610	-0.171405	-0.114476	0.144774	0.162886	0.065011	-0.127549	0.066663	-0.173072	0.108302	-0.107523	-0.001579	-0.125347	-0.018188	-0.116692	-0.022212	0.047785	0.096721	-0.052811	0.052793	0.115284	-0.162724	0.026020	-0.136347	-0.132516	0.632628	
